© 2000-2021 QIAGEN. All rights reserved.

Analysis Details for My Projects->Adult_WM_vs_GM->WM_vs_GM_A2B5_Final - 2020-12-23 05:29 PM
Workspace	My Projects
Project	Adult_WM_vs_GM
Analysis	WM_vs_GM_A2B5_Final - 2020-12-23 05:29 PM
Date	Wed Dec 23 14:29:42 PST 2020
Analysis ID	24400012

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression logfoldchange
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	--
Cutoff for Expression pvalue	--
Reference set	Ingenuity Knowledge Base (Genes Only)
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	Yes
Optional Analyses	My Pathways My List
Filter Summary	
Consider only molecules and/or relationships where
(confidence = Experimentally Observed) AND
(tissues/cell lines = Nervous System not otherwise specified OR Purkinje cells OR Striatum OR Other Stem cells OR Caudate Nucleus OR SF-539 OR Cerebral Cortex OR Stem cells not otherwise specified OR CNS Cell Lines not otherwise specified OR Dorsal Root Ganglion OR Ventricular Zone OR Hypothalamus OR SNB-75 OR Cerebellum OR Embryonic stem cells OR Granule Cell Layer OR Amygdala OR Spinal Cord OR SF-295 OR Subventricular Zone OR Granule cells OR Parietal Lobe OR Other Neurons OR Gray Matter OR U251 OR U87MG OR Trigeminal Ganglion OR Hippocampus OR Other Nervous System OR Brain OR Mesenchymal stem cells OR Thalamus OR Other CNS Cell Lines OR Substantia Nigra OR Nucleus Accumbens OR White Matter OR Medulla Oblongata OR Putamen OR Pyramidal neurons OR Sciatic Nerve OR Corpus Callosum OR SF-268 OR Choroid Plexus OR Cortical neurons OR Astrocytes OR Olfactory Bulb OR Cerebral Ventricles OR Neurons not otherwise specified OR Pituitary Gland OR Brainstem) AND
(mol. types = biologic drug OR canonical pathway OR chemical - endogenous mammalian OR chemical - endogenous non-mammalian OR chemical - kinase inhibitor OR chemical - other OR chemical - protease inhibitor OR chemical drug OR chemical reagent OR chemical toxicant OR complex OR cytokine OR disease OR enzyme OR function OR fusion gene/product OR G-protein coupled receptor OR group OR growth factor OR ion channel OR kinase OR ligand-dependent nuclear receptor OR mature microRNA OR microRNA OR other OR peptidase OR phosphatase OR transcription regulator OR translation regulator OR transmembrane receptor OR transporter)

Canonical Pathways for My Projects->Adult_WM_vs_GM->WM_vs_GM_A2B5_Final - 2020-12-23 05:29 PM
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
Role of MAPK Signaling in Inhibiting the Pathogenesis of Influenza	9.31E-01		4.76E-02	IL6,JUN,PTGS2	
Antiproliferative Role of TOB in T Cell Signaling	9.34E-01		6.45E-02	CCNA2,TGFBR2	
Inhibition of Matrix Metalloproteases	9.34E-01		6.45E-02	ADAM17,MMP1	
Synaptogenesis Signaling Pathway	9.35E-01	-2.3333333333333335	3.01E-02	ACTR2,ACTR3,ARPC1B,ARPC3,CDH5,EIF4EBP2,PIK3C2B,RAPGEF1,RRAS2	
Antigen Presentation Pathway	9.58E-01		6.67E-02	HLA-E,PDIA3	
Graft-versus-Host Disease Signaling	9.58E-01		6.67E-02	HLA-E,IL6	
Role of MAPK Signaling in Promoting the Pathogenesis of Influenza	9.61E-01	-1.0	4.17E-02	ATP6V0E1,JUN,PTGS2,RRAS2	
Ovarian Cancer Signaling	9.63E-01		3.76E-02	LEF1,PGF,PIK3C2B,PTGS2,RRAS2	
Ceramide Biosynthesis	9.65E-01		1.67E-01	KDSR	
Thioredoxin Pathway	9.65E-01		1.67E-01	TXNRD1	
Zymosterol Biosynthesis	9.65E-01		1.67E-01	NSDHL	
SAPK/JNK Signaling	9.73E-01	0.0	4.21E-02	JUN,NFATC3,PIK3C2B,RRAS2	
VEGF Signaling	9.73E-01	-2.0	4.21E-02	FLT1,PGF,PIK3C2B,RRAS2	
IL-2 Signaling	9.78E-01		5.00E-02	JUN,PIK3C2B,RRAS2	
Endometrial Cancer Signaling	9.95E-01		5.08E-02	LEF1,PIK3C2B,RRAS2	
Role of Wnt/GSK-3β Signaling in the Pathogenesis of Influenza	9.95E-01		5.08E-02	LEF1,NCOA3,SIAH1	
Amyotrophic Lateral Sclerosis Signaling	1.01E00	-2.0	4.35E-02	CASP1,CASP7,PGF,PIK3C2B	
UVA-Induced MAPK Signaling	1.01E00		4.35E-02	JUN,PDIA3,PIK3C2B,RRAS2	
Cancer Drug Resistance By Drug Efflux	1.01E00		5.17E-02	ABCG2,PTGS2,RRAS2	
Role of Hypercytokinemia/hyperchemokinemia in the Pathogenesis of Influenza	1.01E00		5.17E-02	CASP1,IFNAR2,IL6	
Death Receptor Signaling	1.02E00	-1.0	4.40E-02	CASP2,CASP7,CFLAR,TNFRSF10B	
LXR/RXR Activation	1.02E00	2.0	4.40E-02	ABCG1,IL1R1,IL6,PTGS2	
T Cell Receptor Signaling	1.02E00		4.40E-02	JUN,NFATC3,PIK3C2B,RRAS2	
IL-17A Signaling in Airway Cells	1.03E00		5.26E-02	IL6,PIK3C2B,STAT3	
PI3K Signaling in B Lymphocytes	1.04E00	-0.4472135954999579	3.97E-02	ATF1,JUN,NFATC3,PDIA3,RRAS2	
ErbB Signaling	1.04E00	-1.0	4.44E-02	JUN,PAK2,PIK3C2B,RRAS2	
Glycogen Biosynthesis II (from UDP-D-Glucose)	1.04E00		2.00E-01	GBE1	
Myo-inositol Biosynthesis	1.04E00		2.00E-01	BPNT2	
Pentose Phosphate Pathway (Non-oxidative Branch)	1.04E00		2.00E-01	RPE	
UDP-N-acetyl-D-glucosamine Biosynthesis II	1.04E00		2.00E-01	PGM3	
Role of NFAT in Cardiac Hypertrophy	1.04E00	-1.889822365046136	3.47E-02	EP300,IL6,IL6ST,PDIA3,PIK3C2B,RRAS2,TGFBR2	
Natural Killer Cell Signaling	1.05E00	-1.6329931618554523	3.70E-02	HLA-E,ITGB1,NFATC3,PAK2,PIK3C2B,RRAS2	
Iron homeostasis signaling pathway	1.06E00		4.03E-02	ATP6V0E1,FTL,IL6,IREB2,STAT3	
Coagulation System	1.06E00		7.69E-02	SERPINE1,TFPI	
Acute Myeloid Leukemia Signaling	1.08E00	-2.0	4.60E-02	LEF1,PIK3C2B,RRAS2,STAT3	
EGF Signaling	1.08E00		5.56E-02	JUN,PIK3C2B,STAT3	
Cytotoxic T Lymphocyte-mediated Apoptosis of Target Cells	1.09E00		8.00E-02	CASP7,HLA-E	
Regulation of IL-2 Expression in Activated and Anergic T Lymphocytes	1.12E00		4.76E-02	JUN,NFATC3,RRAS2,TGFBR2	
Arsenate Detoxification I (Glutaredoxin)	1.13E00		2.50E-01	GSTO1	
Pentose Phosphate Pathway (Oxidative Branch)	1.13E00		2.50E-01	PGD	
Role of IL-17A in Arthritis	1.14E00		5.88E-02	MMP1,PIK3C2B,PTGS2	
LPS-stimulated MAPK Signaling	1.15E00	0.0	4.88E-02	ATF1,JUN,PIK3C2B,RRAS2	
Superpathway of D-myo-inositol (1,4,5)-trisphosphate Metabolism	1.16E00		8.70E-02	BPNT2,SYNJ2	
Xenobiotic Metabolism General Signaling Pathway	1.16E00	-1.3416407864998738	4.31E-02	EP300,FTL,GSTO1,PIK3C2B,RRAS2	
Insulin Secretion Signaling Pathway	1.16E00	-1.414213562373095	3.51E-02	EIF4EBP2,EIF4G2,PDIA3,PIK3C2B,SEC11A,SPCS2,SSR1,STAT3	
Lymphotoxin β Receptor Signaling	1.16E00		6.00E-02	EP300,PIK3C2B,VCAM1	
Renin-Angiotensin Signaling	1.18E00	-1.0	4.39E-02	JUN,PAK2,PIK3C2B,RRAS2,STAT3	
Myc Mediated Apoptosis Signaling	1.18E00		6.12E-02	CASP2,CFLAR,PMAIP1	
PEDF Signaling	1.18E00	-1.0	5.00E-02	CASP7,CFLAR,PIK3C2B,RRAS2	
TR/RXR Activation	1.18E00		5.00E-02	EP300,NCOA3,PIK3C2B,THRA	
Apelin Cardiac Fibroblast Signaling Pathway	1.19E00		9.09E-02	IL6,SERPINE1	
Apelin Endothelial Signaling Pathway	1.21E00	-1.3416407864998738	4.46E-02	ICAM1,JUN,PIK3C2B,RRAS2,VCAM1	
Estrogen Receptor Signaling	1.23E00	-1.2649110640673518	3.34E-02	CCNC,EP300,HES1,JUN,MMP1,NCOA3,PDIA3,PGF,PIK3C2B,RRAS2	
IL-4 Signaling	1.23E00		5.19E-02	NFATC3,PIK3C2B,RRAS2,SYNJ2	
FAT10 Cancer Signaling Pathway	1.25E00		6.52E-02	IL6,STAT3,TGFBR2	
Thyroid Cancer Signaling	1.25E00	-1.0	5.26E-02	JUN,LEF1,PIK3C2B,RRAS2	
Glutathione Biosynthesis	1.25E00		3.33E-01	GCLM	
HOTAIR Regulatory Pathway	1.26E00	-1.6329931618554523	4.20E-02	EP300,ICAM1,LEF1,MMP1,PIK3C2B,STAT3	
Role of Tissue Factor in Cancer	1.29E00		4.72E-02	ITGA6,ITGB1,MMP1,PIK3C2B,RRAS2	
Role of JAK1, JAK2 and TYK2 in Interferon Signaling	1.31E00		1.05E-01	IFNAR2,STAT3	
Pancreatic Adenocarcinoma Signaling	1.31E00	-2.0	4.76E-02	PGF,PIK3C2B,PTGS2,STAT3,TGFBR2	
Sphingosine-1-phosphate Signaling	1.31E00	0.4472135954999579	4.76E-02	CASP1,CASP2,CASP7,PDIA3,PIK3C2B	
Sertoli Cell-Sertoli Cell Junction Signaling	1.32E00		4.02E-02	CLDN5,ITGA2,ITGA6,ITGB1,JUN,MAGI2,RRAS2	
Vitamin-C Transport	1.35E00		1.11E-01	GSTO1,TXNRD1	
IGF-1 Signaling	1.35E00	-1.0	4.90E-02	IGFBP7,JUN,PIK3C2B,RRAS2,STAT3	
p38 MAPK Signaling	1.35E00	-1.3416407864998738	4.90E-02	ATF1,IL1R1,IRAK2,TGFBR2,TIFA	
Mouse Embryonic Stem Cell Pluripotency	1.38E00	-2.23606797749979	5.00E-02	IL6ST,LEF1,PIK3C2B,RRAS2,STAT3	
Neuregulin Signaling	1.38E00		5.00E-02	ADAM17,ITGA2,ITGA6,ITGB1,RRAS2	
EIF2 Signaling	1.39E00		3.92E-02	EIF3I,EIF4G2,PIK3C2B,RPL37,RPS16,RPS21,RPS3,RRAS2	
D-myo-inositol (1,4,5)-trisphosphate Degradation	1.39E00		1.18E-01	BPNT2,SYNJ2	
Inflammasome pathway	1.39E00		1.18E-01	CASP1,PANX1	
Role of Osteoblasts, Osteoclasts and Chondrocytes in Rheumatoid Arthritis	1.41E00		3.96E-02	ADAM17,IL1R1,IL6,JUN,LEF1,MMP1,NFATC3,PIK3C2B	
Ascorbate Recycling (Cytosolic)	1.43E00		5.00E-01	GSTO1	
Atherosclerosis Signaling	1.43E00		5.15E-02	ICAM1,IL6,MMP1,SELE,VCAM1	
PPAR Signaling	1.43E00	1.3416407864998738	5.15E-02	EP300,IL1R1,JUN,PTGS2,RRAS2	
NF-κB Signaling	1.45E00	-1.1338934190276817	4.29E-02	AZI2,EP300,FLT1,IL1R1,PIK3C2B,RRAS2,TGFBR2	
p53 Signaling	1.45E00	-0.4472135954999579	5.21E-02	EP300,JUN,PIK3C2B,PMAIP1,TNFRSF10B	
STAT3 Pathway	1.45E00	-2.0	4.69E-02	FLT1,IL1R1,IL6ST,RRAS2,STAT3,TGFBR2	
Semaphorin Neuronal Repulsive Signaling Pathway	1.47E00	0.8164965809277261	4.72E-02	ITGA2,ITGA6,ITGB1,NRP2,PAK2,PIK3C2B	
MSP-RON Signaling In Macrophages Pathway	1.48E00	-0.4472135954999579	5.32E-02	JUN,PIK3C2B,PTGS2,RRAS2,STAT3	
TGF-β Signaling	1.51E00	-0.4472135954999579	5.43E-02	EP300,JUN,RRAS2,SERPINE1,TGFBR2	
Notch Signaling	1.52E00		8.33E-02	ADAM17,HES1,HES5	
Systemic Lupus Erythematosus In B Cell Signaling Pathway	1.52E00	-1.6666666666666667	3.95E-02	IFNAR2,IL6,IL6ST,JUN,NFATC3,PIK3C2B,RRAS2,STAT3,SYNJ2	
ErbB2-ErbB3 Signaling	1.52E00		6.45E-02	JUN,PIK3C2B,RRAS2,STAT3	
IL-10 Signaling	1.52E00		6.45E-02	IL1R1,IL6,JUN,STAT3	
Thrombopoietin Signaling	1.52E00	-1.0	6.45E-02	JUN,PIK3C2B,RRAS2,STAT3	
Tec Kinase Signaling	1.56E00	-2.4494897427831783	4.55E-02	ITGA2,ITGA6,ITGB1,PAK2,PIK3C2B,STAT3,TNFRSF10B	
Fcγ Receptor-mediated Phagocytosis in Macrophages and Monocytes	1.59E00	-2.23606797749979	5.68E-02	ACTR2,ACTR3,ARPC1B,ARPC3,EZR	
T Helper Cell Differentiation	1.62E00		6.90E-02	IL6,IL6ST,STAT3,TGFBR2	
Senescence Pathway	1.62E00	-1.8973665961010275	3.92E-02	CEBPB,EP300,ETS2,IL6,JUN,NFATC3,PIK3C2B,RRAS2,SERPINE1,TGFBR2	
SPINK1 General Cancer Pathway	1.64E00	-2.0	7.02E-02	IL6,PIK3C2B,RRAS2,STAT3	
PDGF Signaling	1.68E00	-1.3416407864998738	6.02E-02	JUN,PIK3C2B,RRAS2,STAT3,SYNJ2	
CNTF Signaling	1.69E00	-2.0	7.27E-02	IL6ST,PIK3C2B,RRAS2,STAT3	
ILK Signaling	1.71E00	-1.414213562373095	4.52E-02	FN1,ITGB1,JUN,LEF1,NACA,PGF,PIK3C2B,PTGS2	
Clathrin-mediated Endocytosis Signaling	1.73E00		4.57E-02	ACTR2,ACTR3,ARPC1B,ARPC3,DAB2,ITGB1,PGF,PIK3C2B	
PPARα/RXRα Activation	1.73E00	1.1338934190276817	4.57E-02	EP300,IL1R1,IL6,JUN,NCOA3,PDIA3,RRAS2,TGFBR2	
PI3K/AKT Signaling	1.77E00	-1.3416407864998738	4.65E-02	IL1R1,IL6ST,ITGA2,ITGA6,ITGB1,PTGS2,RRAS2,SYNJ2	
Endocannabinoid Cancer Inhibition Pathway	1.81E00	0.3779644730092272	5.11E-02	CASP1,CASP2,CASP7,CNR1,LEF1,PGF,PIK3C2B	
VEGF Family Ligand-Receptor Interactions	1.81E00	-2.0	6.49E-02	FLT1,NRP2,PGF,PIK3C2B,RRAS2	
Phagosome Formation	1.83E00		5.71E-02	FN1,ITGA2,ITGA6,ITGB1,PDIA3,PIK3C2B	
BEX2 Signaling Pathway	1.84E00	-1.3416407864998738	6.58E-02	JUN,LEF1,PGF,STAT3,SWAP70	
IL-3 Signaling	1.86E00	-1.3416407864998738	6.67E-02	JUN,PIK3C2B,RAPGEF1,RRAS2,STAT3	
NF-κB Activation by Viruses	1.86E00	-2.23606797749979	6.67E-02	ITGA2,ITGA6,ITGB1,PIK3C2B,RRAS2	
TNFR1 Signaling	1.86E00	-1.0	8.16E-02	CASP2,CASP7,JUN,PAK2	
Paxillin Signaling	1.87E00	-2.23606797749979	5.83E-02	ITGA2,ITGA6,ITGB1,PAK2,PIK3C2B,RRAS2	
Aryl Hydrocarbon Receptor Signaling	1.89E00	0.4472135954999579	5.30E-02	CCNA2,CYP1B1,EP300,GSTO1,IL6,JUN,NCOA3	
mTOR Signaling	1.91E00		4.62E-02	EIF3I,EIF4G2,FKBP1A,PGF,PIK3C2B,RPS16,RPS21,RPS3,RRAS2	
Pentose Phosphate Pathway	1.93E00		2.22E-01	PGD,RPE	
Cardiac Hypertrophy Signaling (Enhanced)	1.93E00	-3.2071349029490928	3.57E-02	EDNRB,EP300,IL1R1,IL6,IL6ST,ITGA2,ITGA6,ITGB1,JUN,NFATC3,PDIA3,PIK3C2B,PTGS2,RRAS2,STAT3,TGFBR2	
FAK Signaling	1.95E00		6.06E-02	ITGA2,ITGA6,ITGB1,PAK2,PIK3C2B,RRAS2	
Virus Entry via Endocytic Pathways	1.95E00		6.06E-02	CD55,HLA-E,ITGA2,ITGB1,PIK3C2B,RRAS2	
Th1 Pathway	1.97E00	-1.0	6.12E-02	ICAM1,IL6,NFATC3,NFIL3,PIK3C2B,STAT3	
Caveolar-mediated Endocytosis Signaling	1.98E00		7.14E-02	CD55,HLA-E,ITGA2,ITGA6,ITGB1	
Germ Cell-Sertoli Cell Junction Signaling	1.99E00		5.10E-02	IQGAP1,ITGA2,ITGA6,ITGB1,PAK2,PIK3C2B,RRAS2,TGFBR2	
Role of JAK family kinases in IL-6-type Cytokine Signaling	1.99E00		1.25E-01	IL6,IL6ST,STAT3	
Xenobiotic Metabolism AHR Signaling Pathway	2.03E00	-1.3416407864998738	7.35E-02	ABCG2,CYP1B1,EP300,GSTO1,IL6	
Systemic Lupus Erythematosus Signaling	2.06E00		5.23E-02	HLA-E,HNRNPC,IL6,JUN,LSM12,NFATC3,PIK3C2B,RRAS2	
Agrin Interactions at Neuromuscular Junction	2.06E00	-1.0	7.46E-02	ITGB1,JUN,PAK2,RRAS2,UTRN	
HER-2 Signaling in Breast Cancer	2.1E00	-1.0	4.95E-02	CASP7,ETS2,ITGB1,JUN,MT-CO2,PIK3C2B,PTGS2,RRAS2,STAT3	
Oncostatin M Signaling	2.13E00	-2.0	9.76E-02	IL6ST,MMP1,RRAS2,STAT3	
Tumoricidal Function of Hepatic Natural Killer Cells	2.16E00		1.43E-01	CASP7,ICAM1,SRGN	
Regulation Of The Epithelial Mesenchymal Transition By Growth Factors Pathway	2.16E00	-1.6666666666666667	5.06E-02	IL6,JUN,LATS2,MMP1,PIK3C2B,RRAS2,STAT3,TGFBR2,WWTR1	
Remodeling of Epithelial Adherens Junctions	2.17E00	-2.23606797749979	7.94E-02	ACTR2,ACTR3,ARPC1B,ARPC3,IQGAP1	
Molecular Mechanisms of Cancer	2.23E00		3.96E-02	CASP7,CDK16,CFLAR,EP300,ITGA2,ITGA6,ITGB1,JUN,LEF1,PAK2,PIK3C2B,PMAIP1,RAPGEF1,RRAS2,TGFBR2	
fMLP Signaling in Neutrophils	2.24E00	-2.6457513110645903	6.19E-02	ACTR2,ACTR3,ARPC1B,ARPC3,NFATC3,PIK3C2B,RRAS2	
Th1 and Th2 Activation Pathway	2.24E00		5.63E-02	ICAM1,IL6,JUN,NFATC3,NFIL3,PIK3C2B,STAT3,TGFBR2	
TREM1 Signaling	2.26E00	-2.23606797749979	8.33E-02	CASP1,ICAM1,IL6,ITGB1,STAT3	
Systemic Lupus Erythematosus In T Cell Signaling Pathway	2.34E00	-0.6324555320336759	5.05E-02	CASP1,CASP2,CASP7,EZR,HLA-E,IL6,JUN,PIK3C2B,RRAS2,STAT3	
Axonal Guidance Signaling	2.35E00		3.86E-02	ACTR2,ACTR3,ADAM17,ADAM19,ARPC1B,ARPC3,ITGA2,ITGA6,ITGB1,MMP1,NFATC3,NRP2,PAK2,PDIA3,PGF,PIK3C2B,RRAS2	
IL-17 Signaling	2.38E00	-2.1213203435596424	5.93E-02	CEBPB,IL6,JUN,PGF,PIK3C2B,PTGS2,RRAS2,SRSF1	
Prolactin Signaling	2.39E00	-1.0	7.50E-02	CEBPB,EP300,JUN,PIK3C2B,RRAS2,STAT3	
Endothelin-1 Signaling	2.39E00	-2.3333333333333335	5.49E-02	CASP1,CASP2,CASP7,EDNRB,JUN,PDIA3,PIK3C2B,PTGS2,RRAS2	
Th17 Activation Pathway	2.42E00	-2.23606797749979	9.09E-02	IL1R1,IL6,IRAK2,NFATC3,STAT3	
IL-17A Signaling in Fibroblasts	2.43E00		1.18E-01	CEBPB,IL6,JUN,MMP1	
PTEN Signaling	2.44E00	1.1338934190276817	6.06E-02	FLT1,ITGA2,ITGA6,ITGB1,MAGI2,RRAS2,SYNJ2,TGFBR2	
JAK/Stat Signaling	2.44E00	-1.6329931618554523	7.69E-02	CEBPB,IL6,JUN,PIK3C2B,RRAS2,STAT3	
Renal Cell Carcinoma Signaling	2.47E00	-1.3416407864998738	7.79E-02	EP300,JUN,PAK2,PIK3C2B,RAPGEF1,RRAS2	
CD28 Signaling in T Helper Cells	2.49E00	-1.889822365046136	6.86E-02	ACTR2,ACTR3,ARPC1B,ARPC3,JUN,NFATC3,PIK3C2B	
HIF1α Signaling	2.5E00	-1.8973665961010275	5.32E-02	EP300,FLT1,IL6,JUN,MMP1,PGF,PIK3C2B,RRAS2,SERPINE1,STAT3	
PAK Signaling	2.54E00	-1.6329931618554523	7.00E-02	ITGA2,ITGA6,ITGB1,MYLK,PAK2,PIK3C2B,RRAS2	
VDR/RXR Activation	2.56E00	0.0	8.11E-02	CCNC,CEBPB,EP300,HES1,NCOA3,SERPINB1	
ERK/MAPK Signaling	2.57E00	-2.3333333333333335	5.43E-02	ATF1,ETS2,ITGA2,ITGA6,ITGB1,PAK2,PIK3C2B,RAPGEF1,RRAS2,STAT3	
Hypoxia Signaling in the Cardiovascular System	2.65E00		8.45E-02	EP300,JUN,UBE2H,UBE2J1,UBE2K,UBE2Z	
Glutathione Redox Reactions II	2.68E00		5.00E-01	PDIA3,TXNDC12	
Regulation of Cellular Mechanics by Calpain Protease	2.68E00	-2.0	8.57E-02	CCNA2,EZR,ITGA2,ITGA6,ITGB1,RRAS2	
IL-6 Signaling	2.71E00	-2.1213203435596424	6.72E-02	CEBPB,IL1R1,IL6,IL6ST,JUN,PIK3C2B,RRAS2,STAT3	
NRF2-mediated Oxidative Stress Response	2.74E00	-1.414213562373095	5.75E-02	EP300,FTL,GCLM,GSTO1,JUN,PIK3C2B,PRDX1,RRAS2,TXNRD1,UBE2K	
Colorectal Cancer Metastasis Signaling	2.76E00	-2.7136021011998728	5.13E-02	IL6,IL6ST,JUN,LEF1,MMP1,PGF,PIK3C2B,PTGS2,RRAS2,SIAH1,STAT3,TGFBR2	
HMGB1 Signaling	2.77E00	-1.414213562373095	6.25E-02	ICAM1,IL1R1,IL6,JUN,PIK3C2B,RRAS2,SELE,SERPINE1,VCAM1	
Reelin Signaling in Neurons	2.79E00	-2.1213203435596424	6.90E-02	ACTR2,ACTR3,ARPC1B,ARPC3,CNR1,ITGB1,PIK3C2B,RAPGEF1	
Neuroinflammation Signaling Pathway	2.82E00	-1.7320508075688774	4.96E-02	CASP1,CFLAR,HLA-E,ICAM1,IL1R1,IL6,IRAK2,JUN,NFATC3,PIK3C2B,PTGS2,TGFBR2,VCAM1	
CD40 Signaling	2.92E00	-0.4472135954999579	9.52E-02	ATF1,ICAM1,JUN,PIK3C2B,PTGS2,STAT3	
T Cell Exhaustion Signaling Pathway	2.92E00	-1.889822365046136	6.57E-02	HLA-E,IFNAR2,IL6,JUN,NFATC3,PIK3C2B,RRAS2,STAT3,TGFBR2	
Glucocorticoid Receptor Signaling	2.98E00		4.44E-02	EP300,ICAM1,IL1R1,IL6,IL6ST,JUN,MMP1,NCOA3,NFATC3,PIK3C2B,PTGS2,RRAS2,SELE,SERPINE1,STAT3,TGFBR2,VCAM1	
Acute Phase Response Signaling	3.15E00	-2.5298221281347035	6.49E-02	CEBPB,FN1,FTL,IL1R1,IL6,IL6ST,JUN,RRAS2,SERPINE1,STAT3	
MSP-RON Signaling In Cancer Cells Pathway	3.23E00	-1.6666666666666667	7.26E-02	ETS2,ITGA6,ITGB1,JUN,LEF1,PGF,PIK3C2B,RRAS2,STAT3	
RhoGDI Signaling	3.31E00	3.162277660168379	6.32E-02	ACTR2,ACTR3,ARPC1B,ARPC3,CDH5,EP300,EZR,ITGA2,ITGA6,ITGB1,PAK2	
Leukocyte Extravasation Signaling	3.37E00	-2.3333333333333335	6.43E-02	CD99,CDH5,CLDN5,EZR,ICAM1,ITGA2,ITGB1,MMP1,PECAM1,PIK3C2B,VCAM1	
Integrin Signaling	3.41E00	-3.464101615137755	6.09E-02	ACTR2,ACTR3,ARPC1B,ARPC3,ITGA2,ITGA6,ITGB1,MYLK,PAK2,PIK3C2B,RAPGEF1,RRAS2	
Epithelial Adherens Junction Signaling	3.45E00		7.09E-02	ACTR2,ACTR3,ARPC1B,ARPC3,IQGAP1,LEF1,MAGI2,RAPGEF1,RRAS2,TGFBR2	
RhoA Signaling	3.53E00	-2.1213203435596424	7.96E-02	ACTR2,ACTR3,ARPC1B,ARPC3,CDC42EP3,EZR,MYLK,NRP2,SEPTIN11	
IL-8 Signaling	3.54E00	-2.886751345948129	6.28E-02	CSTB,FLT1,ICAM1,IQGAP1,IRAK2,JUN,PAK2,PGF,PIK3C2B,PTGS2,RRAS2,VCAM1	
Ephrin Receptor Signaling	3.71E00	-3.162277660168379	6.56E-02	ACTR2,ACTR3,ARPC1B,ARPC3,ITGA2,ITGA6,ITGB1,PAK2,PGF,RAPGEF1,RRAS2,STAT3	
Regulation of eIF4 and p70S6K Signaling	3.74E00	-2.0	7.10E-02	EIF3I,EIF4EBP2,EIF4G2,ITGA2,ITGA6,ITGB1,PIK3C2B,RPS16,RPS21,RPS3,RRAS2	
Actin Nucleation by ARP-WASP Complex	3.99E00	-2.6457513110645903	1.04E-01	ACTR2,ACTR3,ARPC1B,ARPC3,ITGA2,ITGA6,ITGB1,RRAS2	
Ferroptosis Signaling Pathway	4.08E00	-1.2649110640673518	8.47E-02	EMP1,FTL,IREB2,MACROH2A1,RRAS2,SLC39A8,SLC7A11,STAT3,TXNRD1,WWTR1	
Regulation of Actin-based Motility by Rho	4.21E00	-2.1213203435596424	9.78E-02	ACTR2,ACTR3,ARPC1B,ARPC3,ITGA2,ITGA6,ITGB1,MYLK,PAK2	
Tumor Microenvironment Pathway	4.29E00	-2.3094010767585034	7.55E-02	CFLAR,FN1,HLA-E,ICAM1,IL6,JUN,MMP1,PGF,PIK3C2B,PTGS2,RRAS2,STAT3	
Actin Cytoskeleton Signaling	4.31E00	-2.886751345948129	6.67E-02	ACTR2,ACTR3,ARPC1B,ARPC3,EZR,FN1,IQGAP1,ITGA2,ITGA6,ITGB1,MYLK,PAK2,PIK3C2B,RRAS2	
HGF Signaling	4.97E00	-2.1213203435596424	9.65E-02	ETS2,IL6,ITGA2,ITGA6,ITGB1,JUN,PIK3C2B,PTGS2,RAPGEF1,RRAS2,STAT3	
Role of Macrophages, Fibroblasts and Endothelial Cells in Rheumatoid Arthritis	5.17E00		6.43E-02	CEBPB,FN1,ICAM1,IL1R1,IL6,IL6ST,IRAK2,JUN,LEF1,MMP1,NFATC3,PDIA3,PGF,PIK3C2B,RRAS2,SELE,STAT3,VCAM1	
Hepatic Fibrosis / Hepatic Stellate Cell Activation	5.32E00		8.19E-02	BAMBI,COL4A1,EDNRB,FLT1,FN1,ICAM1,IFNAR2,IL1R1,IL6,MMP1,PGF,SERPINE1,TGFBR2,VCAM1	
Granulocyte Adhesion and Diapedesis	5.35E00		9.60E-02	CD99,CDH5,CLDN5,CXCL2,EZR,ICAM1,IL1R1,ITGB1,MMP1,PECAM1,SELE,VCAM1	
Cdc42 Signaling	5.42E00	-1.8973665961010275	9.76E-02	ACTR2,ACTR3,ARPC1B,ARPC3,HLA-E,IQGAP1,ITGA2,ITGA6,ITGB1,JUN,MYLK,PAK2	
Signaling by Rho Family GTPases	5.55E00	-3.0	7.17E-02	ACTR2,ACTR3,ARPC1B,ARPC3,CDC42EP3,CDH5,EZR,IQGAP1,ITGA2,ITGA6,ITGB1,JUN,MYLK,PAK2,PIK3C2B,SEPTIN11,STMN1	
Rac Signaling	5.61E00	-2.7136021011998728	1.02E-01	ACTR2,ACTR3,ARPC1B,ARPC3,IQGAP1,ITGA2,ITGA6,ITGB1,JUN,PAK2,PIK3C2B,RRAS2	
Coronavirus Pathogenesis Pathway	5.76E00	-0.2773500981126146	9.63E-02	ADAM17,CASP1,EP300,IFNAR2,IL6,JUN,PTGS2,RPS16,RPS21,RPS3,SERPINE1,STAT3,TGFBR2	
Hepatic Fibrosis Signaling Pathway	5.89E00	-3.2732683535398857	6.16E-02	BAMBI,CEBPB,CNR1,FLT1,FTL,ICAM1,IL1R1,IRAK2,ITGA2,ITGA6,ITGB1,JUN,LEF1,MMP1,MYLK,PGF,PIK3C2B,RRAS2,SERPINE1,STAT3,TGFBR2,VCAM1	
